new_DU30_A17
1.000000 0.002052
0.999748 0.002149
0.998993 0.002437
0.997736 0.002915
0.995977 0.003578
0.993719 0.004421
0.990964 0.005437
0.987715 0.006619
0.983974 0.007959
0.979746 0.009452
0.975036 0.011092
0.969846 0.012872
0.964184 0.014791
0.958054 0.016845
0.951463 0.019033
0.944418 0.021355
0.936925 0.023811
0.928992 0.026401
0.920627 0.029124
0.911838 0.031978
0.902635 0.034957
0.893027 0.038056
0.883022 0.041261
0.872632 0.044558
0.861867 0.047926
0.850737 0.051340
0.839255 0.054768
0.827430 0.058176
0.815276 0.061524
0.802805 0.064769
0.790028 0.067867
0.776960 0.070769
0.763613 0.073431
0.750000 0.075806
0.736136 0.077852
0.722033 0.079534
0.707708 0.080820
0.693173 0.081686
0.678443 0.082119
0.663534 0.082114
0.648460 0.081676
0.633237 0.080823
0.617879 0.079581
0.602403 0.077989
0.586824 0.076093
0.571157 0.073951
0.555419 0.071625
0.539625 0.069186
0.523791 0.066708
0.507933 0.064267
0.492067 0.061939
0.476209 0.059799
0.460375 0.057919
0.444581 0.056363
0.428843 0.055191
0.413176 0.054451
0.397597 0.054185
0.382121 0.054420
0.366763 0.055174
0.351540 0.056453
0.336466 0.058251
0.321557 0.060548
0.306827 0.063316
0.292292 0.066514
0.277967 0.070094
0.263864 0.073997
0.250000 0.078159
0.236387 0.082509
0.223040 0.086973
0.209972 0.091473
0.197195 0.095929
0.184724 0.100264
0.172570 0.104399
0.160745 0.108260
0.149263 0.111773
0.138133 0.114873
0.127368 0.117496
0.116978 0.119586
0.106973 0.121094
0.097365 0.121974
0.088162 0.122190
0.079373 0.121712
0.071008 0.120518
0.063075 0.118591
0.055582 0.115923
0.048537 0.112511
0.041946 0.108359
0.035816 0.103478
0.030154 0.097885
0.024964 0.091604
0.020254 0.084663
0.016026 0.077098
0.012285 0.068948
0.009036 0.060260
0.006281 0.051084
0.004023 0.041477
0.002264 0.031498
0.001007 0.021212
0.000252 0.010689
0.000000 0.000000
0.000252 -0.005192
0.001007 -0.010461
0.002264 -0.015791
0.004023 -0.021162
0.006281 -0.026554
0.009036 -0.031945
0.012285 -0.037313
0.016026 -0.042635
0.020254 -0.047889
0.024964 -0.053053
0.030154 -0.058107
0.035816 -0.063033
0.041946 -0.067814
0.048537 -0.072435
0.055582 -0.076883
0.063075 -0.081150
0.071008 -0.085227
0.079373 -0.089110
0.088162 -0.092794
0.097365 -0.096279
0.106973 -0.099565
0.116978 -0.102652
0.127368 -0.105542
0.138133 -0.108236
0.149263 -0.110736
0.160745 -0.113044
0.172570 -0.115159
0.184724 -0.117081
0.197195 -0.118808
0.209972 -0.120338
0.223040 -0.121667
0.236387 -0.122790
0.250000 -0.123702
0.263864 -0.124398
0.277967 -0.124871
0.292292 -0.125116
0.306827 -0.125126
0.321557 -0.124899
0.336466 -0.124428
0.351540 -0.123712
0.366763 -0.122748
0.382121 -0.121535
0.397597 -0.120073
0.413176 -0.118365
0.428843 -0.116411
0.444581 -0.114215
0.460375 -0.111781
0.476209 -0.109114
0.492067 -0.106218
0.507933 -0.103101
0.523791 -0.099769
0.539625 -0.096230
0.555419 -0.092493
0.571157 -0.088568
0.586824 -0.084467
0.602403 -0.080203
0.617879 -0.075792
0.633237 -0.071252
0.648460 -0.066605
0.663534 -0.061873
0.678443 -0.057083
0.693173 -0.052263
0.707708 -0.047444
0.722033 -0.042660
0.736136 -0.037945
0.750000 -0.033335
0.763613 -0.028865
0.776960 -0.024571
0.790028 -0.020486
0.802805 -0.016641
0.815276 -0.013064
0.827430 -0.009780
0.839255 -0.006809
0.850737 -0.004164
0.861867 -0.001854
0.872632 0.000117
0.883022 0.001753
0.893027 0.003061
0.902635 0.004057
0.911838 0.004757
0.920627 0.005186
0.928992 0.005370
0.936925 0.005337
0.944418 0.005118
0.951463 0.004745
0.958054 0.004249
0.964184 0.003662
0.969846 0.003013
0.975036 0.002330
0.979746 0.001639
0.983974 0.000962
0.987715 0.000321
0.990964 -0.000268
0.993719 -0.000790
0.995977 -0.001232
0.997736 -0.001586
0.998993 -0.001843
0.999748 -0.002000
1.000000 -0.002052
